code,organism_key,taxon
3,NBNORG0000096132,Xanthodelphax flaveola
3,NBNORG0000096133,Zygina rubrovittata
2,NBNORG0000097731,Prokelisia marginata
3,NBNORG0000101168,Agallia consobrina
4,NBNORG0000101169,Anaceratagallia laevis
4,NBNORG0000101170,Anaceratagallia ribauti
2,NBNORG0000101172,Wagneripteryx germari
1,NBNORG0000101173,Aguriahana stellulata
3,NBNORG0000101175,Alebra albostriella
3,NBNORG0000101176,Alebra coryli
3,NBNORG0000101177,Alebra wahlbergi
2,NBNORG0000101179,Allygidius commutatus
2,NBNORG0000101180,Allygus mixtus
2,NBNORG0000101181,Allygus modestus
2,NBNORG0000101182,Alnetoidea alneti
3,NBNORG0000101184,Anakelisia fasciata
3,NBNORG0000101185,Anakelisia perspicillata
4,NBNORG0000101204,Anoscopus albiger
5,NBNORG0000101205,Aphrodes bicincta
1,NBNORG0000101206,Planaphrodes bifasciata
1,NBNORG0000101207,Anoscopus flavostriatus
1,NBNORG0000101208,Anoscopus histrionicus
2,NBNORG0000101209,Aphrodes makarovi
2,NBNORG0000101210,Anoscopus serratulae
1,NBNORG0000101212,Aphrophora alni
2,NBNORG0000101213,Aphrophora major
3,NBNORG0000101214,Aphrophora pectoralis
3,NBNORG0000101215,Aphrophora salicina
2,NBNORG0000101217,Arboridia parvula
4,NBNORG0000101218,Arboridia ribauti
2,NBNORG0000101220,Arocephalus punctum
1,NBNORG0000101222,Arthaldeus pascuellus
2,NBNORG0000101223,Arthaldeus striifrons
1,NBNORG0000101231,Athysanus argentarius
1,NBNORG0000101235,Balclutha punctata
1,NBNORG0000101248,Centrotus cornutus
1,NBNORG0000101250,Cercopis vulnerata
3,NBNORG0000101253,Chloriona glaucescens
3,NBNORG0000101254,Chloriona smaragdula
3,NBNORG0000101255,Chloriona unicolor
1,NBNORG0000101260,Cicadella viridis
4,NBNORG0000101263,Cicadula aurantipes
4,NBNORG0000101264,Cicadula flori
3,NBNORG0000101265,Cicadula frontalis
3,NBNORG0000101266,Cicadula intermedia
3,NBNORG0000101267,Cicadula ornata
4,NBNORG0000101268,Cicadula persimilis
4,NBNORG0000101269,Cicadula quadrinotata
4,NBNORG0000101270,Cicadula quinquenotata
4,NBNORG0000101271,Cicadula saturata
5,NBNORG0000101273,Cixius caledonicus
4,NBNORG0000101274,Cixius cambricus
3,NBNORG0000101275,Cixius cunicularius
3,NBNORG0000101276,Cixius distinguendus
3,NBNORG0000101277,Cixius nervosus
4,NBNORG0000101278,Cixius remotus
3,NBNORG0000101279,Cixius (Acanthocixius) similis
4,NBNORG0000101280,Cixius simplex
2,NBNORG0000101282,Colladonus torneellus
1,NBNORG0000101285,Conomelus anceps
1,NBNORG0000101287,Conosanus obsoletus
3,NBNORG0000101289,Cosmotettix caudatus
3,NBNORG0000101290,Cosmotettix costalis
3,NBNORG0000101291,Cosmotettix panzeri
1,NBNORG0000101299,Criomorphus albomarginatus
1,NBNORG0000101308,Delphacinus mesomelas
3,NBNORG0000101310,Delphacodes venosus
1,NBNORG0000101312,Delphax pulchellus
2,NBNORG0000101314,Deltocephalus maculiceps
1,NBNORG0000101315,Deltocephalus pulicaris
3,NBNORG0000101317,Dicranotropis divergens
1,NBNORG0000101318,Dicranotropis hamata
2,NBNORG0000101320,Dikraneura variata
2,NBNORG0000101322,Verdanus abdominalis
6,NBNORG0000101323,Verdanus bensoni
1,NBNORG0000101325,Ditropis pteridis
1,NBNORG0000101327,Doratura stylata
4,NBNORG0000101338,Edwardsiana avellanae
4,NBNORG0000101339,Edwardsiana bergmanni
4,NBNORG0000101340,Edwardsiana candidula
4,NBNORG0000101341,Edwardsiana crataegi
4,NBNORG0000101342,Edwardsiana diversa
4,NBNORG0000101343,Edwardsiana flavescens
4,NBNORG0000101344,Edwardsiana frustrator
1,NBNORG0000101345,Edwardsiana geometrica
4,NBNORG0000101346,Edwardsiana lethierryi
4,NBNORG0000101347,Edwardsiana nigriloba
4,NBNORG0000101348,Edwardsiana plebeja
4,NBNORG0000101349,Edwardsiana prunicola
4,NBNORG0000101350,Edwardsiana rosae
4,NBNORG0000101351,Edwardsiana salicicola
4,NBNORG0000101352,Edwardsiana spinigera
2,NBNORG0000101354,Elymana sulphurella
3,NBNORG0000101356,Emelyanoviana mollicula
3,NBNORG0000101504,Acanthodelphax denticauda
2,NBNORG0000101507,Adarrus multinotatus
1,NBNORG0000101508,Errastunus ocellaris
3,NBNORG0000101517,Empoasca decipiens
5,NBNORG0000101518,Empoasca pteridis
3,NBNORG0000101519,Empoasca vitis
2,NBNORG0000101525,Erythria aureola
2,NBNORG0000101527,Euconomelus lepidus
2,NBNORG0000101529,Euides basilinea
1,NBNORG0000101531,Eupelix cuspidata
1,NBNORG0000101533,Eupterycyba jucunda
2,NBNORG0000101535,Eupteryx artemisiae
3,NBNORG0000101536,Eupteryx atropunctata
2,NBNORG0000101537,Eupteryx aurata
2,NBNORG0000101538,Eupteryx cyclops
2,NBNORG0000101539,Eupteryx filicum
3,NBNORG0000101540,Eupteryx florida
5,NBNORG0000101541,Eupteryx heydenii
3,NBNORG0000101542,Eupteryx melissae
2,NBNORG0000101543,Eupteryx notata
3,NBNORG0000101544,Eupteryx origani
2,NBNORG0000101545,Eupteryx signatipennis
3,NBNORG0000101546,Eupteryx stachydearum
2,NBNORG0000101547,Eupteryx tenella
3,NBNORG0000101548,Eupteryx thoulessi
2,NBNORG0000101549,Eupteryx urticae
2,NBNORG0000101550,Eupteryx vittata
3,NBNORG0000101552,Eurhadina concinna
3,NBNORG0000101553,Eurhadina loewii
2,NBNORG0000101554,Eurhadina pulchella
1,NBNORG0000101556,Eurybregma nigrolineata
2,NBNORG0000101558,Eurysa lineata
2,NBNORG0000101562,Euscelis incisus
3,NBNORG0000101563,Euscelis lineolatus
1,NBNORG0000101565,Evacanthus acuminatus
1,NBNORG0000101566,Evacanthus interruptus
4,NBNORG0000101568,Fagocyba carri
4,NBNORG0000101569,Fagocyba cruenta
3,NBNORG0000101575,Forcipata citrinella
3,NBNORG0000101576,Forcipata forcipata
1,NBNORG0000101578,Gargara genistae
1,NBNORG0000101580,Graphocephala fennahi
1,NBNORG0000101582,Graphocraerus ventralis
2,NBNORG0000101584,Gravesteiniella boldi
2,NBNORG0000101586,Grypotes puncticollis
2,NBNORG0000101589,Hardya melanopsis
2,NBNORG0000101591,Hauptidia maroccana
1,NBNORG0000101599,Hyledelphax elegantula
1,NBNORG0000101601,Iassus lanio
1,NBNORG0000101603,Populicerus albicans
1,NBNORG0000101604,Populicerus confusus
2,NBNORG0000101605,Tremulicerus distinguendus
2,NBNORG0000101606,Metidiocerus elegans
2,NBNORG0000101607,Populicerus nitidissimus
2,NBNORG0000101608,Idiocerus herrichi
2,NBNORG0000101609,Populicerus laminatus
2,NBNORG0000101610,Idiocerus lituratus
2,NBNORG0000101611,Stenidiocerus poecilus
2,NBNORG0000101612,Populicerus populi
2,NBNORG0000101613,Metidiocerus rutilans
2,NBNORG0000101614,Idiocerus similis
2,NBNORG0000101615,Idiocerus stigmaticalis
2,NBNORG0000101616,Tremulicerus tremulae
2,NBNORG0000101617,Tremulicerus vitreus
2,NBNORG0000101618,Acericerus vittifrons
2,NBNORG0000101620,Idiodonus cruentatus
2,NBNORG0000101624,Issus coleoptratus
4,NBNORG0000101627,Jassargus flori
4,NBNORG0000101628,Jassargus sursumflexus
3,NBNORG0000101630,Javesella discolor
3,NBNORG0000101631,Javesella dubia
3,NBNORG0000101632,Javesella forcipata
3,NBNORG0000101633,Javesella obscurella
3,NBNORG0000101634,Javesella pellucida
3,NBNORG0000101637,Kelisia guttula
4,NBNORG0000101638,Kelisia guttulifera
3,NBNORG0000101639,Kelisia pallidula
3,NBNORG0000101640,Kelisia punctulum
3,NBNORG0000101641,Kelisia ribauti
3,NBNORG0000101642,Kelisia sabulicola
3,NBNORG0000101643,Kelisia vittipennis
2,NBNORG0000101646,Kosswigianella exigua
4,NBNORG0000101650,Kybos butleri
4,NBNORG0000101651,Kybos populi
4,NBNORG0000101652,Kybos rufescens
4,NBNORG0000101653,Kybos smaragdulus
4,NBNORG0000101654,Kybos strigilifer
4,NBNORG0000101655,Kybos virgator
2,NBNORG0000101657,Lamprotettix nitidulus
1,NBNORG0000101660,Ledra aurita
2,NBNORG0000101662,Limotettix striola
2,NBNORG0000101664,Lindbergina aurovittata
2,NBNORG0000101666,Linnavuoriana decempunctata
2,NBNORG0000101667,Linnavuoriana sexmaculata
3,NBNORG0000101675,Macropsis albae
3,NBNORG0000101676,Macropsis cerea
3,NBNORG0000101677,Macropsis fuscinervis
3,NBNORG0000101678,Macropsis fuscula
3,NBNORG0000101679,Macropsis graminea
3,NBNORG0000101680,Macropsis impura
3,NBNORG0000101681,Macropsis infuscata
3,NBNORG0000101682,Macropsis marginata
3,NBNORG0000101683,Macropsis prasina
3,NBNORG0000101684,Macropsis scotti
3,NBNORG0000101687,Macrosteles horvathi
4,NBNORG0000101688,Macrosteles laevis
5,NBNORG0000101689,Macrosteles oshanini
4,NBNORG0000101690,Macrosteles ossiannilssoni
3,NBNORG0000101691,Macrosteles septemnotatus
4,NBNORG0000101692,Macrosteles sexnotatus
3,NBNORG0000101693,Macrosteles variatus
4,NBNORG0000101694,Macrosteles viridigriseus
2,NBNORG0000101696,Macustus grisescens
2,NBNORG0000101700,Megamelus notula
3,NBNORG0000101702,Megophthalmus scabripennis
3,NBNORG0000101703,Megophthalmus scanicus
4,NBNORG0000101711,Henschia collina
2,NBNORG0000101712,Erzaleus metrius
1,NBNORG0000101714,Mocydia crocea
3,NBNORG0000101716,Mocydiopsis attenuata
3,NBNORG0000101717,Mocydiopsis parvicauda
3,NBNORG0000101719,Muellerianella brevipennis
3,NBNORG0000101720,Muellerianella extrusa
3,NBNORG0000101721,Muellerianella fairmairei
2,NBNORG0000101723,Muirodelphax aubei
1,NBNORG0000101732,Neophilaenus campestris
1,NBNORG0000101733,Neophilaenus exclamationis
1,NBNORG0000101734,Neophilaenus lineatus
2,NBNORG0000101736,Notus flavipennis
1,NBNORG0000101738,Pentastiridius leporinus
1,NBNORG0000101739,Reptalus (Reptalus) panzeri
3,NBNORG0000101742,Oncopsis alni
3,NBNORG0000101743,Oncopsis avellanae
4,NBNORG0000101744,Oncopsis carpini
3,NBNORG0000101745,Oncopsis flavicollis
4,NBNORG0000101746,Oncopsis subangulata
3,NBNORG0000101747,Oncopsis tristis
1,NBNORG0000101749,Opsius stactogalus
1,NBNORG0000101755,Rhopalopyx adumbrata
2,NBNORG0000101756,Paluda flaveola
4,NBNORG0000101757,Rhopalopyx vitripennis
3,NBNORG0000101760,Paraliburnia adela
3,NBNORG0000101761,Paraliburnia clypealis
2,NBNORG0000101764,Paramesus obtusifrons
1,NBNORG0000101777,Philaenus spumarius
2,NBNORG0000101782,Placotettix taeniatifrons
1,NBNORG0000101786,Platymetopius undatus
3,NBNORG0000101792,Psammotettix cephalotes
4,NBNORG0000101793,Psammotettix confinis
5,NBNORG0000101794,Psammotettix frigidus
3,NBNORG0000101795,Psammotettix sabulicola
1,NBNORG0000101828,Recilia coronifera
1,NBNORG0000101835,Rhytidodus decimusquartus
1,NBNORG0000101837,Rhytistylus proceps
4,NBNORG0000101839,Ribautiana cruciata
4,NBNORG0000101840,Ribautiana debilis
4,NBNORG0000101841,Ribautiana scalaris
3,NBNORG0000101842,Ribautiana ulmi
3,NBNORG0000101845,Sagatus punctifrons
2,NBNORG0000101847,Sardius argus
3,NBNORG0000101850,Ophiola cornicula
4,NBNORG0000101851,Ophiola decumana
2,NBNORG0000101853,Sonronius dahlbomi
3,NBNORG0000101855,Sorhoanus xanthoneurus
2,NBNORG0000101859,Speudotettix subfusculus
2,NBNORG0000101861,Stenocranus longipennis
3,NBNORG0000101862,Stenocranus major
2,NBNORG0000101863,Stenocranus minutus
3,NBNORG0000101867,Stiroma affinis
2,NBNORG0000101869,Streptanus aemulans
2,NBNORG0000101870,Streptanus marginatus
2,NBNORG0000101871,Streptanus sordidus
3,NBNORG0000101873,Stroggylocephalus agrestis
3,NBNORG0000101874,Stroggylocephalus livens
2,NBNORG0000101879,Scottianella dalei
4,NBNORG0000101880,Paradelphacodes litoralis
3,NBNORG0000101881,Struebingianella lugubrina
2,NBNORG0000101883,Tachycixius pilosus
1,NBNORG0000101887,Tettigometra impressopunctata
2,NBNORG0000101889,Thamnotettix confinis
2,NBNORG0000101890,Thamnotettix dilutior
2,NBNORG0000101914,Turrutus socialis
1,NBNORG0000101916,Zonocyba bifasciata
1,NBNORG0000101917,Typhlocyba quercus
2,NBNORG0000101919,Nothodelphax distincta
1,NBNORG0000101921,Ulopa reticulata
1,NBNORG0000101922,Utecha trivia
3,NBNORG0000101925,Xanthodelphax straminea
4,NBNORG0000101928,Zygina angusta
2,NBNORG0000101929,Zygina flammigera
3,NBNORG0000101930,Zygina hyperici
4,NBNORG0000101931,Zygina ordinaria
5,NBNORG0000101932,Zygina schneideri
5,NBNORG0000101933,Zygina suavis
3,NBNORG0000101934,Zygina tiliae
1,NBNORG0000101936,Zyginidia scutellaris
2,NBNORG0000103539,Batracomorphus allionii
3,NBNORG0000103540,Macropsis megerlei
1,NBNORG0000103541,Dryodurgades antoniae
5,NBNORG0000103542,Psammotettix helvolus
2,NBNORG0000103543,Synophropsis lauri
3,NBNORG0000103544,Alebra viridis
2,NBNORG0000103545,Liguropia juniperi
3,NBNORG0000103546,Eupteryx decemnotata
2,NBNORG0000103547,Zyginella pulchra
5,NBNORG0000103548,Kelisia occirrega
3,NBNORG0000103549,Delphax crassicornis
2,NBNORG0000103550,Acericerus ribauti
4,NBNORG0000105359,Anaceratagallia venosa
2,NBNORG0000105360,Anoscopus limicola
6,NBNORG0000105416,Cixius similis sensu lato
6,NBNORG0000105422,Florodelphax leptosoma sensu lato
2,NBNORG0000105423,Florodelphax leptosoma sensu stricto
6,NBNORG0000105426,Macropsis scutellata sensu lato
3,NBNORG0000105427,Macropsis scutellata sensu stricto
6,NBNORG0000105428,Megamelodes quadrimaculatus sensu lato
3,NBNORG0000105429,Megamelodes quadrimaculatus sensu stricto
6,NBNORG0000105430,Psammotettix putoni sensu lato
4,NBNORG0000105431,Psammotettix putoni sensu stricto
6,NBNORG0000105434,Ribautiana tenerrima sensu lato
3,NBNORG0000105435,Ribautiana tenerrima sensu stricto
6,NBNORG0000105436,Psammotettix striatus sensu lato
5,NBNORG0000105437,Psammotettix alienus
4,NBNORG0000105629,Ophiola plutonia
4,NBNORG0000108174,Oncopsis appendiculata
2,NBNORG0000108175,Acericerus heydenii
4,NBNORG0000108176,Fieberiella septentrionalis
2,NBNORG0000108178,Anoterostemma ivanhofi
2,NBNORG0000108180,Pithyotettix abietinus
1,NBNORG0000108182,Orientus ishidae
6,NBNORG0000108210,Zygina nivea
6,NBNORG0000108324,Aphrodes diminuta
