"organism_key","taxon","km100","km10","coord_system"
"NBNORG0000009647","Roeseliana roeselii","SH","50 60 70","OSGB"
"NBNORG0000009647","Roeseliana roeselii","SJ","50 51 60 61 62 70 71 72 80 81 82 83 90 91 92 93","OSGB"
"NBNORG0000009647","Roeseliana roeselii","SK","00 01 02 03 10 11 12 13 20 21 22 23 24 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000009647","Roeseliana roeselii","SN","58 59 68 69 78 79 91 92 93","OSGB"
"NBNORG0000009647","Roeseliana roeselii","SO","01 02 03 11 12 13 20 21 22 23 30 31 32 33 40 41 42 43 45 46 47 50 51 52 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000009647","Roeseliana roeselii","SP","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000009647","Roeseliana roeselii","ST","02 03 04 06 07 08 11 12 13 14 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000009647","Roeseliana roeselii","SU","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000009647","Roeseliana roeselii","SY","28 29 38 39 48 49 58 59 69 77 78 79 87 88 89 97 98 99","OSGB"
"NBNORG0000009647","Roeseliana roeselii","SZ","07 08 09 19 28 29 38 39 47 48 49 57 58 59 68 69 79 89 99","OSGB"
"NBNORG0000009647","Roeseliana roeselii","TA","00 01 02 03 10 11 12 13 20 21 22 30 31 32 40 41 42","OSGB"
"NBNORG0000009647","Roeseliana roeselii","TF","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 40 41 42 43 44 45 46 47 48 50 51 52 53 54 55 56 57 58 60 61 62 63 64 70 71 72 73 74 80 81 82 83 84 90 91 92 93 94","OSGB"
"NBNORG0000009647","Roeseliana roeselii","TG","00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 32 33 40 41 42 50 51","OSGB"
"NBNORG0000009647","Roeseliana roeselii","TL","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000009647","Roeseliana roeselii","TM","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 33 34 35 36 37 38 39 44 45 46 47 48 49 57 58 59","OSGB"
"NBNORG0000009647","Roeseliana roeselii","TQ","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000009647","Roeseliana roeselii","TR","01 02 03 04 05 06 07 08 09 12 13 14 15 16 23 24 25 26 27 33 34 35 36 37 46 47","OSGB"
"NBNORG0000009647","Roeseliana roeselii","TV","49 59 69 79","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","NO","42","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","NX","84","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","NZ","62","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","SD","09 17 21 27 31 32 34 37 38 42 45 46 47","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","SE","31","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","SH","46 58","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","SK","21 36 42 50 53 59 60 80 89 90","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","SM","80 90 91","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","SN","00 01 03 14 20 30 31 40 50 68 69","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","SO","60 61 70 71 72 81 82 84 85 90","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","SP","01 06 11 17 18 30 40 41 50 51 59 86 89 92","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","SR","89 99","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","SS","42 43 48 49 53 58 59 69 78 79 88 89 93 94 97 98","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","ST","06 07 08 17 18 22 24 25 28 34 35 36 37 38 44 45 46 47 50 53 54 55 56 57 58 59 61 66 67 68 69 71 74 76 78 96","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","SU","00 01 04 09 10 12 13 20 21 22 24 28 29 30 31 32 33 38 39 40 41 42 46 49 50 51 56 57 58 60 62 65 66 67 68 70 76 77 83 84 85 86 87 88 91 93 94 95 96 97 98","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","SV","80 81 91","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","SW","61 72 83 85 86","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","SX","15 35 45 46 64 73 85 86 87 97 98 99","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","SY","08 29 58 67 68 78 87 88 89 98 99","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","SZ","07 08 19 29 38 39 48 49 58 59 68 69 79 89","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","TA","21 30 31 41","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","TF","09 22 33 34 41 42 43 45 49 50 51 52 57 60 61 62 63 64 70 71 72 74 80 81 82 83 84 90 91 92 94","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","TG","01 02 03 04 10 11 12 13 14 20 21 22 23 30 31 32 33 40 41 42 50 51","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","TL","03 04 13 16 17 18 20 27 28 30 31 36 37 39 41 47 48 50 52 55 56 57 66 68 69 72 76 78 79 80 88 89 90 91 92 98 99","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","TM","00 01 02 03 05 07 08 11 13 14 19 21 22 23 24 25 29 33 34 35 44 45 46 47 48 49 57 58 59","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","TQ","00 01 03 05 06 07 08 09 11 14 15 16 17 26 27 28 29 30 34 35 36 37 38 39 40 46 47 48 49 50 55 57 58 59 60 61 63 65 66 67 68 69 70 72 76 77 78 79 81 85 86 87 88 89 91 92 93 94 96 97 98 99","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","TR","01 02 04 06 07 13 15 16 23 26 35 36","OSGB"
"NBNORG0000009648","Conocephalus dorsalis","TV","59","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","NX","25 55 91","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","SC","26","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","SD","37 47 48 53","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","SE","13 22 33 35 40 50 60 64 65 77 83","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","SH","12 22 23 32 33 50 77 78","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","SJ","60 70 89","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","SK","31 38 39 40 50 51 52 53 54 59 60 63 66 69 70 71 72 73 76 79 80 81 83 86 88 89 90 91 92 93 97","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","SM","70 80 82 83 93","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","SN","00 01 03 04 13 14 15 20 24 25 30 31 35 40 41 42 50 51 57 68","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","SO","00 04 13 14 21 24 30 32 33 34 35 37 41 42 43 44 45 50 51 52 53 54 56 57 60 61 62 63 64 65 66 67 70 71 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","SP","00 01 02 03 04 05 06 07 10 11 12 13 14 15 16 20 21 22 23 24 25 26 27 30 31 32 33 34 35 36 37 39 40 41 42 43 46 49 50 51 52 53 58 59 60 61 62 65 70 71 72 73 74 76 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 98 99","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","SR","89 99","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","SS","09 10 11 14 20 21 22 32 42 43 44 48 49 50 52 53 58 59 62 63 64 68 70 74 78 82 84 87 88 90 91 92 93 94 96 97 98","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","ST","00 02 03 04 06 07 08 09 10 11 12 16 17 18 21 22 24 25 26 27 28 29 30 31 33 35 36 37 38 39 40 41 43 44 45 46 47 48 50 51 52 53 54 55 56 57 58 59 60 61 63 64 65 66 67 68 69 70 71 73 74 75 76 77 78 79 80 81 82 83 85 86 87 88 89 90 92 93 95 96 97 99","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","SU","00 01 02 03 06 08 09 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 26 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 93 94 95 96 97 98 99","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","SV","81 90 91","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","SW","32 33 42 43 44 52 53 54 61 62 63 64 71 72 73 74 75 76 81 82 83 84 85 86 87 93 94 95 96 97 98","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","SX","03 04 05 06 07 08 09 15 16 17 18 19 25 26 27 28 29 35 36 37 38 39 44 45 46 47 48 54 55 63 64 65 69 73 75 76 77 78 79 83 84 85 86 87 88 89 94 95 96 97 98 99","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","SY","07 08 09 18 19 28 29 39 48 49 58 59 67 68 69 77 78 79 87 88 89 97 98 99","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","SZ","07 08 09 19 29 38 39 47 48 49 57 58 59 68 69 79 89 99","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","TA","02 04","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","TF","00 01 02 06 07 09 10 11 12 14 16 17 20 25 30 34 40 41 50 51 52 60 61 62 63 64 70 71 72 73 74 80 81 82 83 84 90 91 92 93 94","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","TG","00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 32 33 40 41 42 50","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","TL","00 01 02 03 04 05 06 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","TM","01 02 03 04 05 06 07 08 09 11 12 13 14 15 16 17 18 19 22 23 24 25 26 27 28 29 33 34 35 36 39 44 45 46 47 48 49 57 58 59","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","TQ","01 03 04 05 06 07 08 09 10 14 15 16 17 18 19 20 21 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 42 43 44 45 46 47 48 49 50 51 53 54 55 56 57 58 59 60 61 63 64 65 66 67 68 69 71 72 73 75 76 77 78 79 81 82 83 84 85 86 87 88 89 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","TR","01 02 03 04 05 06 07 13 14 15 16 23 24 25 26 34 35 36","OSGB"
"NBNORG0000009649","Leptophyes punctatissima","TV","59","OSGB"
"NBNORG0000009650","Acheta domesticus","HY","30 31 32 40 41 42 50 51 52","OSGB"
"NBNORG0000009650","Acheta domesticus","NO","01 02 03 11 12 13 21 22 23","OSGB"
"NBNORG0000009650","Acheta domesticus","NX","90 91","OSGB"
"NBNORG0000009650","Acheta domesticus","NY","00 01 10 11 13 14 15 23 24 25 33 34 35 95 96 97","OSGB"
"NBNORG0000009650","Acheta domesticus","NZ","05 06 07 10 11 12 13 14 15 16 17 20 21 22 23 24 25 30 31 32 33 34 35 40 41 42 50 51 52","OSGB"
"NBNORG0000009650","Acheta domesticus","SD","08 09 18 19 40 50 60 73 74 75 83 84 85 93 94 95","OSGB"
"NBNORG0000009650","Acheta domesticus","SE","24 25 26 33 34 35 36 43 44 45 46 53 54 55","OSGB"
"NBNORG0000009650","Acheta domesticus","SH","27 28 36 37 38 46 47 48","OSGB"
"NBNORG0000009650","Acheta domesticus","SJ","17 18 19 25 26 27 28 29 30 35 36 37 38 39 40 45 46 47 48 49 50 58 59 68 69 80 81 90 91","OSGB"
"NBNORG0000009650","Acheta domesticus","SK","00 01 20 21 22 23 25 26 27 28 29 30 31 32 33 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 60 61 62 63 64 65 66 67 68 70 71 72 73 80 81 90 91","OSGB"
"NBNORG0000009650","Acheta domesticus","SN","20 21 22 30 31 32 40 41 42 50 51 90","OSGB"
"NBNORG0000009650","Acheta domesticus","SO","00 10 38 39 48 49 58 59 66 67 68 74 75 76 77 78 83 84 85 86 87 88 89 93 94 95 96 97 98 99","OSGB"
"NBNORG0000009650","Acheta domesticus","SP","03 04 05 06 07 08 09 14 15 16 17 18 19 20 24 25 26 27 28 29 30 31 32 34 35 36 37 38 39 40 41 42 44 45 46 47 48 49 50 51 52 53 54 59 60 61 62 63 64 69 70 71 72 73 74 75 78 79 80 82 83 84 85 88 89 90 91 92 93 94 95 98 99","OSGB"
"NBNORG0000009650","Acheta domesticus","SS","39 49 59 68 69 77 78 79 80 87 88 89 90 98 99","OSGB"
"NBNORG0000009650","Acheta domesticus","ST","00 06 07 08 09 16 17 18 19 24 25 26 27 28 34 35 36 37 44 45 46 47 48 56 57 58 66 67 68 75 76 77 78 85 86 87 95 96 97","OSGB"
"NBNORG0000009650","Acheta domesticus","SU","00 02 03 04 05 10 12 13 14 15 20 22 23 24 25 28 29 30 31 32 38 39 40 41 42 48 49 50 51 52 58 59 60 61 66 67 68 69 76 77 78 79 86 87 88 89 98 99","OSGB"
"NBNORG0000009650","Acheta domesticus","SV","80 81 90 91","OSGB"
"NBNORG0000009650","Acheta domesticus","SW","42 43 44 52 53 54 62 63 64 72 73 74 75 82 83 84 85 93 94 95","OSGB"
"NBNORG0000009650","Acheta domesticus","SX","65 66 67 75 76 77 85 86 87 88 89 95 96 97 98 99","OSGB"
"NBNORG0000009650","Acheta domesticus","SY","07 08 09 48 49 58 59 67 68 69","OSGB"
"NBNORG0000009650","Acheta domesticus","SZ","08 09 19 28 29 49 59 69","OSGB"
"NBNORG0000009650","Acheta domesticus","TF","00 01 10 11 20 21 23 24 25 33 34 35 43 44 45 80 90 91 92 93","OSGB"
"NBNORG0000009650","Acheta domesticus","TG","00 01 02 03 10 11 12 13 20 21 30 31","OSGB"
"NBNORG0000009650","Acheta domesticus","TL","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 46 47 48 49 50 51 56 57 58 59 60 61 70 71 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000009650","Acheta domesticus","TM","00 01 02 03 04 05 08 09 10 11 12 13 14 15 19 21 22 23 24 25 29 33 34 35 39 44 45","OSGB"
"NBNORG0000009650","Acheta domesticus","TQ","09 13 14 15 16 17 18 19 23 24 25 26 27 28 29 33 34 35 36 37 38 39 44 45 46 47 48 49 56 57 58 59 64 65 66 67 68 69 70 71 74 75 76 77 78 79 80 81 84 85 86 87 88 89 91 95 96 97 98 99","OSGB"
"NBNORG0000009650","Acheta domesticus","TR","04 05 06 07 08 09 14 15 16 23 24 25 26 27 33 34 35 36 37","OSGB"
"NBNORG0000009650","Acheta domesticus","TV","79","OSGB"
"NBNORG0000009651","Nemobius sylvestris","SS","61","OSGB"
"NBNORG0000009651","Nemobius sylvestris","SU","00 10 11 19 20 21 22 30 31 32 40 41 92","OSGB"
"NBNORG0000009651","Nemobius sylvestris","SX","86 88 98 99","OSGB"
"NBNORG0000009651","Nemobius sylvestris","SY","08 09 18 19","OSGB"
"NBNORG0000009651","Nemobius sylvestris","SZ","19 29 39 49 58 59 68","OSGB"
"NBNORG0000009651","Nemobius sylvestris","TQ","05 63","OSGB"
"NBNORG0000009652","Gryllotalpa gryllotalpa","SJ","97","OSGB"
"NBNORG0000009652","Gryllotalpa gryllotalpa","SO","76 94","OSGB"
"NBNORG0000009652","Gryllotalpa gryllotalpa","SP","13","OSGB"
"NBNORG0000009652","Gryllotalpa gryllotalpa","SS","20 88","OSGB"
"NBNORG0000009652","Gryllotalpa gryllotalpa","SU","30 41","OSGB"
"NBNORG0000009652","Gryllotalpa gryllotalpa","SX","85","OSGB"
"NBNORG0000009652","Gryllotalpa gryllotalpa","SY","98","OSGB"
"NBNORG0000009652","Gryllotalpa gryllotalpa","TL","04 31","OSGB"
"NBNORG0000009652","Gryllotalpa gryllotalpa","TM","04","OSGB"
"NBNORG0000009652","Gryllotalpa gryllotalpa","TQ","04 11 17 61 89 91","OSGB"
"NBNORG0000009653","Tetrix ceperoi","SN","20 30","OSGB"
"NBNORG0000009653","Tetrix ceperoi","SS","43 49 58 78 87","OSGB"
"NBNORG0000009653","Tetrix ceperoi","SU","40 80","OSGB"
"NBNORG0000009653","Tetrix ceperoi","SW","32 42 53 54 61 62 64 71 75 81 83 87 97 98","OSGB"
"NBNORG0000009653","Tetrix ceperoi","SX","97","OSGB"
"NBNORG0000009653","Tetrix ceperoi","SY","18 28 39 49 68 78 97 98","OSGB"
"NBNORG0000009653","Tetrix ceperoi","SZ","29 38 39 47 48 49 57","OSGB"
"NBNORG0000009653","Tetrix ceperoi","TF","20","OSGB"
"NBNORG0000009653","Tetrix ceperoi","TL","29","OSGB"
"NBNORG0000009653","Tetrix ceperoi","TQ","35 87 91 92 96 97","OSGB"
"NBNORG0000009653","Tetrix ceperoi","TR","01 02 04 07 26 35 36","OSGB"
"NBNORG0000009654","Tetrix subulata","NZ","60","OSGB"
"NBNORG0000009654","Tetrix subulata","SD","20 21 31 40 46 47 50 53 57 71 86","OSGB"
"NBNORG0000009654","Tetrix subulata","SE","11 12 20 21 23 27 30 31 32 34 36 40 46 50 51 53 54 57 60 61 62 63 64 65 66 70 71 72 73 74 82 83 85 88 91 92 93 94","OSGB"
"NBNORG0000009654","Tetrix subulata","SJ","21 22 34 43 50 51 57 59 71 72 98 99","OSGB"
"NBNORG0000009654","Tetrix subulata","SK","07 13 16 17 18 20 21 22 23 25 26 27 28 29 30 31 32 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 55 56 57 58 59 60 61 63 65 66 67 68 69 70 72 74 77 78 79 80 84 85 86 87 88 90 91 92 96 97","OSGB"
"NBNORG0000009654","Tetrix subulata","SM","81 82 90 91 92","OSGB"
"NBNORG0000009654","Tetrix subulata","SN","30 31 34 40 41 42","OSGB"
"NBNORG0000009654","Tetrix subulata","SO","12 31 43 44 46 47 49 50 55 56 60 61 62 63 65 66 67 70 71 72 73 74 75 76 77 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 98","OSGB"
"NBNORG0000009654","Tetrix subulata","SP","00 01 02 03 04 05 06 07 08 10 11 12 13 14 20 21 22 23 25 26 27 30 31 32 33 34 35 36 37 39 40 41 42 43 44 46 47 48 49 50 51 52 53 58 59 60 61 62 69 73 74 77 78 80 81 84 85 86 89 90 91 92 93 94 95 96 97 99","OSGB"
"NBNORG0000009654","Tetrix subulata","SR","89 99","OSGB"
"NBNORG0000009654","Tetrix subulata","SS","10 20 21 40 49 50 58 78 84 87 88 89 97 98","OSGB"
"NBNORG0000009654","Tetrix subulata","ST","00 07 08 12 17 18 19 22 25 28 29 30 32 33 34 36 38 40 41 42 43 44 45 46 47 48 50 51 55 56 57 58 59 63 64 66 67 68 69 71 76 77 78 79 80 84 85 89 90 96 99","OSGB"
"NBNORG0000009654","Tetrix subulata","SU","01 03 06 09 10 11 12 13 16 17 18 19 21 22 23 24 26 27 28 29 30 31 32 33 34 36 38 39 40 41 42 43 44 46 47 49 50 51 53 56 57 58 59 62 66 67 68 69 73 74 75 77 78 85 86 87 88 89 90 91 94 95 96 97 98 99","OSGB"
"NBNORG0000009654","Tetrix subulata","SW","32 42 43 53 54 61 62 63 64 71 72 73 74 75 76 81 82 83 84 85 86 87 95 96 97 98","OSGB"
"NBNORG0000009654","Tetrix subulata","SX","04 05 06 07 08 15 16 17 18 19 25 27 28 29 35 36 37 45 46 47 64 73 75 76 77 84 85 86 87 88 95 97 98 99","OSGB"
"NBNORG0000009654","Tetrix subulata","SY","08 09 28 39 49 59 68 78 88 89 98 99","OSGB"
"NBNORG0000009654","Tetrix subulata","SZ","08 19 29 38 39 49 57 58 59 69 89","OSGB"
"NBNORG0000009654","Tetrix subulata","TA","02 03 04 12 17 32 41","OSGB"
"NBNORG0000009654","Tetrix subulata","TF","00 01 04 06 07 10 11 12 15 16 17 20 24 26 33 36 38 42 48 49 50 51 52 57 60 61 62 63 64 70 71 72 73 74 80 81 82 83 84 90 91 92 93 94","OSGB"
"NBNORG0000009654","Tetrix subulata","TG","00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 32 33 40 41 42","OSGB"
"NBNORG0000009654","Tetrix subulata","TL","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 18 19 20 21 22 23 24 25 27 28 29 30 31 32 33 35 36 37 40 41 42 43 44 45 48 51 52 53 55 56 57 58 59 60 61 62 63 64 65 66 68 69 70 71 72 73 74 77 78 79 80 81 82 83 84 87 88 89 91 92 93 94 95 97 98 99","OSGB"
"NBNORG0000009654","Tetrix subulata","TM","01 02 03 04 05 07 08 09 12 13 14 15 18 19 23 24 25 28 29 34 39 45 46 49 58 59","OSGB"
"NBNORG0000009654","Tetrix subulata","TQ","00 01 03 06 07 08 09 11 13 14 15 16 17 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 38 39 40 44 46 47 48 49 50 51 52 54 55 57 58 61 62 63 65 67 68 69 72 74 76 77 78 79 85 86 87 88 91 92 93 94 95 96 98 99","OSGB"
"NBNORG0000009654","Tetrix subulata","TR","01 03 04 05 13 16 26 35 36","OSGB"
"NBNORG0000009655","Tetrix undulata","NC","12","OSGB"
"NBNORG0000009655","Tetrix undulata","NF","83","OSGB"
"NBNORG0000009655","Tetrix undulata","NG","60 71 92","OSGB"
"NBNORG0000009655","Tetrix undulata","NH","18 20 22 30 31 32 33 34 36 40 42 43 45 52 53 55 56 65 66 67 68 73 75 81 85 89 90 91 92 95 96","OSGB"
"NBNORG0000009655","Tetrix undulata","NJ","02 05 44 61 62 81","OSGB"
"NBNORG0000009655","Tetrix undulata","NM","35 66 76 78 86 94","OSGB"
"NBNORG0000009655","Tetrix undulata","NN","07 08 09 18 28 45 54 55 95","OSGB"
"NBNORG0000009655","Tetrix undulata","NO","02 04 06 10 11 12 21 22 31 41 42 48 49 64 69 75","OSGB"
"NBNORG0000009655","Tetrix undulata","NR","25 26 73 78 82 83","OSGB"
"NBNORG0000009655","Tetrix undulata","NS","33 57 89 96","OSGB"
"NBNORG0000009655","Tetrix undulata","NT","08 18 36 39 42 64 83","OSGB"
