"organism_key","taxon","km100","km10","coord_system"
"NBNORG0000010073","Beris chalybata","NT","00 01 02 06 07 08 09 10 11 12 13 16 17 18 19 20 21 22 26 27 28 29 30 31 32 34 35 36 37 39 40 41 46 47 48 49 53 54 56 57 58 60 67 68 70 71 74 75 76 77 81 84 85 87 94 95 96","OSGB"
"NBNORG0000010073","Beris chalybata","NW","95 97","OSGB"
"NBNORG0000010073","Beris chalybata","NX","07 08 09 19 30 40 49 59 69 85 91 92 93 95 96 97 99","OSGB"
"NBNORG0000010073","Beris chalybata","NY","00 01 02 03 04 05 06 09 10 11 12 13 14 15 16 17 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 66 67 68 69 70 71 76 79 80 86 90 91 95 96 97","OSGB"
"NBNORG0000010073","Beris chalybata","NZ","00 03 04 05 06 16 18 28 40 50 51 52 60 61 62 70 71 72 80 81 90 91","OSGB"
"NBNORG0000010073","Beris chalybata","SC","16 17 26 27 28 36 37 38 39 47 48 49","OSGB"
"NBNORG0000010073","Beris chalybata","SD","09 16 17 18 19 20 21 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000010073","Beris chalybata","SE","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000010073","Beris chalybata","SH","12 13 22 23 24 27 28 29 32 33 34 36 37 38 39 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 60 61 62 63 64 65 67 72 73 74 77 78 81 82 83 84 85 87 88 90 91 92 93 94 95 96 97","OSGB"
"NBNORG0000010073","Beris chalybata","SJ","02 03 04 05 06 07 08 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000010073","Beris chalybata","SK","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 69 70 71 72 73 74 75 76 77 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 99","OSGB"
"NBNORG0000010073","Beris chalybata","SM","80","OSGB"
"NBNORG0000010073","Beris chalybata","SN","23 33 34 35 41 42 43 44 45 46 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 80 81 82 83 84 86 87 90 91 92 93 94 95 96 97 98","OSGB"
"NBNORG0000010073","Beris chalybata","SO","00 01 02 03 04 05 06 10 11 12 13 14 15 16 17 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000010073","Beris chalybata","SP","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000010073","Beris chalybata","SR","89 99","OSGB"
"NBNORG0000010073","Beris chalybata","SS","09 10 11 14 19 20 21 22 30 31 32 38 39 40 41 42 43 44 50 51 52 53 54 60 61 62 63 64 68 70 71 72 73 74 75 79 80 81 82 83 84 88 89 90 91 92 93 94 96 97 98 99","OSGB"
"NBNORG0000010073","Beris chalybata","ST","00 01 02 03 06 07 08 09 10 11 12 13 14 16 17 19 20 21 22 23 25 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000010073","Beris chalybata","SU","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 25 26 27 29 30 31 32 33 35 36 37 38 39 40 41 42 43 44 45 46 47 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000010073","Beris chalybata","SV","80 81 90 91","OSGB"
"NBNORG0000010073","Beris chalybata","SW","32 33 42 43 44 52 53 54 61 62 63 64 65 71 72 73 74 75 76 81 82 83 84 85 86 87 93 94 95 96 97 98","OSGB"
"NBNORG0000010073","Beris chalybata","SX","03 04 05 06 07 08 09 14 15 16 17 18 19 25 26 27 28 29 35 36 37 38 39 44 45 46 47 48 49 54 55 56 57 58 59 63 64 65 66 67 68 69 73 74 75 76 77 78 79 83 84 85 86 87 88 89 95 96 97 98 99","OSGB"
"NBNORG0000010073","Beris chalybata","SY","07 08 09 18 19 28 29 39 48 49 58 59 66 67 68 69 77 78 79 87 88 89 97 98 99","OSGB"
"NBNORG0000010073","Beris chalybata","SZ","07 08 09 19 28 29 38 39 47 48 49 57 58 59 68 69 79 89 99","OSGB"
"NBNORG0000010073","Beris chalybata","TA","01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 20 21 22 23 24 26 27 30 32 33 40 42","OSGB"
"NBNORG0000010073","Beris chalybata","TF","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 55 56 57 58 60 61 62 63 64 70 71 72 73 74 80 81 82 83 84 90 91 92 93 94","OSGB"
"NBNORG0000010073","Beris chalybata","TG","00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 32 33 40 41 42 50 51","OSGB"
"NBNORG0000010073","Beris chalybata","TL","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000010073","Beris chalybata","TM","00 01 02 03 04 05 06 07 08 09 11 12 13 14 15 16 17 18 19 21 22 23 24 25 26 27 28 29 33 34 35 36 37 38 39 44 45 46 47 48 49 57 58 59","OSGB"
"NBNORG0000010073","Beris chalybata","TQ","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000010073","Beris chalybata","TR","01 02 03 04 05 06 09 12 13 14 15 16 23 24 25 26 33 34 35 36 46","OSGB"
"NBNORG0000010073","Beris chalybata","TV","49 59 69","OSGB"
"NBNORG0000010074","Beris clavipes","SE","07 76","OSGB"
"NBNORG0000010074","Beris clavipes","SK","50 62","OSGB"
"NBNORG0000010074","Beris clavipes","SO","02 12 13 14","OSGB"
"NBNORG0000010074","Beris clavipes","SH","39 47 48 49 60 62 63 64 65 68 71 72 73 74 81 82 83 84 92 93 95","OSGB"
"NBNORG0000010074","Beris clavipes","SJ","03","OSGB"
"NBNORG0000010074","Beris clavipes","TG","40","OSGB"
"NBNORG0000010074","Beris clavipes","TM","17 26 28 35 36 38 46 47 48 49 58 59","OSGB"
"NBNORG0000010074","Beris clavipes","SD","09 16 17 18 19 26 27 29 32 33 34 36 37 38 44 45 46 47 48 69 78 79 87 88 89 97 99","OSGB"
"NBNORG0000010074","Beris clavipes","SP","17 28 37 45 46 49 53 54 56 57 58 59 64 66 67 69 74 75 76 77 78","OSGB"
"NBNORG0000010074","Beris clavipes","SS","43","OSGB"
"NBNORG0000010074","Beris clavipes","SU","26 36 37 44 46 47 53 54 55 57 65 74","OSGB"
"NBNORG0000010074","Beris clavipes","SZ","28 57","OSGB"
"NBNORG0000010074","Beris clavipes","TA","08","OSGB"
"NBNORG0000010074","Beris clavipes","TF","06 16 18 25 26","OSGB"
"NBNORG0000010074","Beris clavipes","NX","85 92 93 95","OSGB"
"NBNORG0000010074","Beris clavipes","NY","04 05 06 10 11 12 15 16 20 21 22 25 26 30 31 32 33 40 41 42 50 51 71 80 81 90","OSGB"
"NBNORG0000010075","Beris fuscipes","NH","43 44 45 53 54 55 64 65 66 74","OSGB"
"NBNORG0000010075","Beris fuscipes","NT","00","OSGB"
"NBNORG0000010075","Beris fuscipes","NW","96","OSGB"
"NBNORG0000010075","Beris fuscipes","NX","05 06 07 15 16 25 28 29 30 35 36 37 40 45 46 54 55 56 57 58 59 64 65 66 67 68 69 74 75 76 77 78 79 84 85 86 87 88 89 95 96 97 98 99","OSGB"
"NBNORG0000010075","Beris fuscipes","NY","00 05 06 07 08 10 15 16 17 18 19 30 42 51 52 60 61 62 64 65 70 71 74 75 83 84 85","OSGB"
"NBNORG0000010075","Beris fuscipes","NZ","10 11","OSGB"
"NBNORG0000010075","Beris fuscipes","SC","16 17 26 27 28 36 37 38 39 47 48 49","OSGB"
"NBNORG0000010075","Beris fuscipes","SD","09 17 18 19 26 27 28 29 30 33 34 37 38 39 40 41 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 80 81 82 83 84 85 86 90 91 95 96","OSGB"
"NBNORG0000010075","Beris fuscipes","SE","01 08 10 12 18 19 63 65 76","OSGB"
"NBNORG0000010075","Beris fuscipes","SH","12 13 22 23 24 27 32 33 34 36 38 39 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 60 61 62 63 64 65 66 67 72 73 74 75 76 77 78 81 82 83 84 85 86 87 88 90 91 92 93 94 95 96 98","OSGB"
"NBNORG0000010075","Beris fuscipes","SJ","02 03 11 12 13 23 27 28 29 33 34 35 37 38 43 45 46 47 48 49 53 54 55 56 57 58 59 64 65 66 67 68 69 74 75 76 77 78 79 85 86 87 88 89 94 95 96 97 98 99","OSGB"
"NBNORG0000010075","Beris fuscipes","SK","00 01 02 07 08 09 21 28 65 66 67 75 76 77 78 88","OSGB"
"NBNORG0000010075","Beris fuscipes","SN","14 21 25 34 56 58 59 61 68 69 74 75 76 77 78 81 84 85 86 87 88 89 90 92 94 95 96 97 98 99","OSGB"
"NBNORG0000010075","Beris fuscipes","SO","01 02 04 05 06 07 08 11 12 13 14 15 16 17 21 22 24 25 49","OSGB"
"NBNORG0000010075","Beris fuscipes","SP","64","OSGB"
"NBNORG0000010075","Beris fuscipes","SS","10 11 14 20 21 22 30 31 32 38 39 40 41 50 51 52 54 60 61 62 63 64 70 71 72 73 74 75 77 80 81 82 83 84 90 91 92 93 94 97","OSGB"
"NBNORG0000010075","Beris fuscipes","ST","00 01 02 03 10 11 12 13 14 16 17 20 21 22 23 30 31 32 33 40 41 42 43 44 50 51 52 53 54 55 60 61 62 63 64 65 70 71 72 73 74 80 81 82 84 90","OSGB"
"NBNORG0000010075","Beris fuscipes","SU","00 01 10 11 31 32 41 42 47 50 51 60 61 65 74 80","OSGB"
"NBNORG0000010075","Beris fuscipes","SW","54 61 75 76 86 87 96 97 98","OSGB"
"NBNORG0000010075","Beris fuscipes","SX","06 07 08 09 16 17 18 19 25 26 27 28 29 35 36 37 38 39 45 46 47 48 49 55 56 57 58 59 64 65 66 67 68 69 73 74 75 76 77 78 79 84 85 86 87 88 89 94 95 96 97 98 99","OSGB"
"NBNORG0000010075","Beris fuscipes","SY","07 08 09 18 19 28 29 39 48 49 58 59 66 67 68 69 78 79 88 89 97 98 99","OSGB"
"NBNORG0000010075","Beris fuscipes","SZ","07 08 09 19 38 48 49 58 59","OSGB"
"NBNORG0000010075","Beris fuscipes","TF","08","OSGB"
"NBNORG0000010075","Beris fuscipes","TQ","81 84 93","OSGB"
"NBNORG0000010076","Beris morrisii","NH","72 83 84","OSGB"
"NBNORG0000010076","Beris morrisii","NJ","04 11 12 13 14 22 23 24 31 32 33 34 41 42 43 44 45 54 55","OSGB"
"NBNORG0000010076","Beris morrisii","NN","72 81 82 91 94","OSGB"
"NBNORG0000010076","Beris morrisii","NO","01 02 03 04 11 39","OSGB"
"NBNORG0000010076","Beris morrisii","NS","02 03 05 06 10 14 15 16 20 21 23 24 25 27 28 30 31 32 33 34 35 41 42 43 44 45 52 53","OSGB"
"NBNORG0000010076","Beris morrisii","NT","33 43 51 52 53 61 62 63 64 72 73 74 75 83 84 85 86 94 95","OSGB"
"NBNORG0000010076","Beris morrisii","NX","07 08 18 19","OSGB"
"NBNORG0000010076","Beris morrisii","NY","48 67 76","OSGB"
"NBNORG0000010076","Beris morrisii","SC","36","OSGB"
"NBNORG0000010076","Beris morrisii","SD","50 60 70 71 80 90","OSGB"
"NBNORG0000010076","Beris morrisii","SE","02 11 20","OSGB"
"NBNORG0000010076","Beris morrisii","SH","70 71 80 90","OSGB"
"NBNORG0000010076","Beris morrisii","SJ","00 06 07 15 16 17 22 23 24 25 26 33 34 35 36 37 43 44 45 46 47 49 54 55 56 57 63 64 65 66 67 68 69 71 74 75 76 77 78 79 84 85 86 87 88 89 97 98 99","OSGB"
"NBNORG0000010076","Beris morrisii","SK","04 05 06 07 08 09 10 15 16 17 18 20 25 26 27 28 29 67 68 85 86 87 96 97","OSGB"
"NBNORG0000010076","Beris morrisii","SM","70 72 73 82 83","OSGB"
"NBNORG0000010076","Beris morrisii","SN","75 76 77 78 79 83 84 85 86 87 88 89 90 93 94 95 96 97 98 99","OSGB"
"NBNORG0000010076","Beris morrisii","SO","00 02 03 04 05 07 08 10 11 12 13 14 15 16 17 20 21 22 23 24 25 30 31 32 33 34 35 36 37 40 41 42 43 44 45 46 47 50 51 52 53 55 56 60 61 62 63 64 65 80","OSGB"
"NBNORG0000010076","Beris morrisii","SP","08 17 18 19 27 28 29 37 38 39 48 50 70 80 90 91","OSGB"
"NBNORG0000010076","Beris morrisii","SR","89","OSGB"
"NBNORG0000010076","Beris morrisii","SS","10 11 14 20 21 22 30 31 32 40 41 42 44 50 51 52 53 54 60 61 62 63 64 70 71 72 73 74 75 80 81 82 83 84 88 90 91 92 93 94 96 97","OSGB"
"NBNORG0000010076","Beris morrisii","ST","00 01 02 03 04 06 07 08 09 10 11 12 13 14 16 17 18 19 20 21 22 23 24 25 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98","OSGB"
"NBNORG0000010076","Beris morrisii","SU","00 01 03 05 06 07 08 10 11 12 13 14 15 16 17 20 21 22 26 27 28 30 31 32 33 36 37 40 41 42 46 47 48 50 51 52 53 56 57 58 60 61 62 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000010076","Beris morrisii","SW","32 42 43 53 54 61 62 63 64 71 72 73 74 75 76 81 83 84 85 86 87 94 95 96 98","OSGB"
"NBNORG0000010076","Beris morrisii","SX","04 05 06 07 08 09 16 17 18 19 26 27 28 29 36 37 38 39 44 47 48 49 54 56 57 58 59 63 64 66 67 68 69 73 74 75 76 77 78 79 83 84 85 86 87 88 89 94 95 96 97 98 99","OSGB"
"NBNORG0000010076","Beris morrisii","SY","07 08 09 18 19 28 29 39 48 49 58 59 66 67 68 69 77 78 79 87 88 89 97 98 99","OSGB"
"NBNORG0000010076","Beris morrisii","SZ","07 08 09 19 28 29 38 39 47 48 49 57 58 59 68 69 79 89","OSGB"
"NBNORG0000010076","Beris morrisii","TF","90","OSGB"
"NBNORG0000010076","Beris morrisii","TG","00 01 02 10 11 12 13 20 21 22 23 30 33 40 41","OSGB"
"NBNORG0000010076","Beris morrisii","TL","20","OSGB"
"NBNORG0000010076","Beris morrisii","TM","08 09 17 18 19 27 28 29 36 38 39 48 49 59","OSGB"
"NBNORG0000010076","Beris morrisii","TQ","00 01 02 03 04 05 06 07 08 09 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 40 41 42 43 44 45 46 47 48 50 51 52 53 54 55 56 57 61 62 63 64 65 66 68 71 72 73 74 75 81 82 83 84 92 93","OSGB"
"NBNORG0000010076","Beris morrisii","TR","03 16","OSGB"
"NBNORG0000010076","Beris morrisii","TV","49 59 69","OSGB"
"NBNORG0000010077","Beris vallata","NC","24 27 32 33 34 35 42 43 44 45 51 52 53 54 61 62 63 64 65 71 72 73 74 75 82 83 84 85 92 93 94 95","OSGB"
"NBNORG0000010077","Beris vallata","ND","03","OSGB"
"NBNORG0000010077","Beris vallata","NF","66 88 98","OSGB"
"NBNORG0000010077","Beris vallata","NT","00 03 05 07 08 16 17 18 24 26 27 28 29 33 35 36 37 39 41 42 43 46 47 48 49 50 51 52 53 54 56 57 58 60 61 62 63 64 67 68 72 73 74 75 76 77 82 83 84 85 86 87 90 92 93 94 95 96","OSGB"
"NBNORG0000010077","Beris vallata","NU","00 01 02 03 04 05 10 11 12 13 14 20 21 22 23","OSGB"
"NBNORG0000010077","Beris vallata","NW","95 97","OSGB"
"NBNORG0000010077","Beris vallata","NX","03 07 08 09 16 17 18 19 26 27 28 29 30 33 34 38 39 40 43 44 47 48 49 54 55 56 57 58 59 64 65 66 67 68 69 74 75 76 77 78 79 84 85 86 87 88 89 90 91 92 93 95 96 97 98 99","OSGB"
"NBNORG0000010077","Beris vallata","NG","85 86 97","OSGB"
"NBNORG0000010077","Beris vallata","NH","06 15 89 94","OSGB"
"NBNORG0000010077","Beris vallata","NJ","02","OSGB"
"NBNORG0000010077","Beris vallata","NL","93","OSGB"
"NBNORG0000010077","Beris vallata","NM","21 22 23 24 32 33 35 37 38 40 41 45 51","OSGB"
"NBNORG0000010077","Beris vallata","NN","62 70 71 72 74 75 80 81 82 84 85 86 90 91 92 93 94 95 96","OSGB"
"NBNORG0000010077","Beris vallata","NO","01 02 03 04 06 11 12 13 14 15 16 21 22 23 24 25 30 32 33 34 35 36 40 41 42 43 44 45 46 50 51 52 54 55 56 57 65 66 67 69 79","OSGB"
"NBNORG0000010077","Beris vallata","NR","15 16 24 25 26 27 34 35 36 37 38 39 44 45 46 47 49 50 51 56 57 58 60 61 62 63 64 65 67 68 70 71 72 74 75 76 77 78 82 83 84 85 92 95 96","OSGB"
"NBNORG0000010077","Beris vallata","NS","00 01 02 03 05 10 14 15 16 20 21 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 40 41 42 43 44 45 46 47 48 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 72 73 74 75 76 77 78 81 82 83 85 86 87 88 89 92 94 95 98","OSGB"
"NBNORG0000010077","Beris vallata","TF","00 01 02 03 04 05 06 07 08 10 11 12 14 15 16 17 20 21 22 25 26 30 31 35 36 39 40 41 46 48 49 50 52 55 56 57 58 60 61 62 63 64 70 71 72 73 74 80 81 82 83 84 90 91 92 93 94","OSGB"
"NBNORG0000010077","Beris vallata","TG","00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 32 33 40 41 42 50 51","OSGB"
"NBNORG0000010077","Beris vallata","TL","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 65 66 67 68 69 70 71 72 73 74 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000010077","Beris vallata","TM","00 01 02 03 04 05 06 07 08 09 11 12 13 14 15 16 17 18 19 21 22 23 24 25 26 27 28 29 33 34 35 36 37 38 39 44 45 46 47 48 49 57 58 59","OSGB"
"NBNORG0000010077","Beris vallata","TQ","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000010077","Beris vallata","TR","01 02 03 04 05 06 07 09 12 13 14 15 16 23 24 25 26 27 33 34 35 36 37 46 47","OSGB"
"NBNORG0000010077","Beris vallata","TV","49 59 69","OSGB"
"NBNORG0000010077","Beris vallata","SC","16 17 26 27 28 36 37 38 39 47 48 49","OSGB"
"NBNORG0000010077","Beris vallata","SD","08 09 16 17 18 19 20 21 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000010077","Beris vallata","SE","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000010077","Beris vallata","SH","12 13 22 23 24 27 28 29 32 33 34 36 37 38 39 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 60 61 62 63 64 65 66 67 68 70 71 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 88 90 91 92 93 94 95 96 97 98","OSGB"
"NBNORG0000010077","Beris vallata","SJ","00 01 02 03 04 05 06 07 08 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000010077","Beris vallata","SK","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000010077","Beris vallata","SM","50 62 70 71 72 73 80 81 82 83 84 90 91 92 93 94","OSGB"
"NBNORG0000010077","Beris vallata","SN","00 01 03 04 10 11 14 15 20 21 24 25 30 31 34 35 36 40 41 44 45 46 50 51 54 55 56 57 58 59 64 65 66 67 68 69 70 74 75 76 77 78 79 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000010077","Beris vallata","SO","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000010077","Beris vallata","SP","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000010077","Beris vallata","SR","89 99","OSGB"
